Gene_ID,Status_and_Symbol,Has_GO_Term?,GO_Term_Count,GO_IDs
WBGene00000052,Dead | N/A,No,0,
WBGene00012687,Dead | N/A,No,0,
WBGene00012691,Dead | N/A,No,0,
WBGene00012733,Dead | N/A,No,0,
WBGene00012736,Dead | ,No,0,
WBGene00012737,Dead | N/A,No,0,
WBGene00012751,Dead | N/A,No,0,
WBGene00012774,Dead | N/A,No,0,
WBGene00012797,Suppressed | Y43F4A.2,No,0,
WBGene00012800,Dead | N/A,No,0,
WBGene00012801,Suppressed | Y43F4B.2,No,0,
WBGene00012805,Dead | N/A,No,0,
WBGene00012842,Dead | N/A,No,0,
WBGene00012843,Dead | N/A,No,0,
WBGene00012865,Dead | N/A,No,0,
WBGene00012881,Suppressed | Y45F10C.5,No,0,
WBGene00012882,Suppressed | Y45F10D.1,No,0,
WBGene00012884,Dead | N/A,No,0,
WBGene00012902,Dead | N/A,No,0,
WBGene00012918,Suppressed | Y46G5A.32,No,0,
WBGene00012944,Dead | N/A,No,0,
WBGene00012949,Suppressed | Y47H9C.3,No,0,
WBGene00012957,Dead | N/A,No,0,
WBGene00012963,Dead | N/A,No,0,
WBGene00012971,Dead | N/A,No,0,
WBGene00012986,Suppressed | Y48C3A.2,No,0,
WBGene00012991,Dead | N/A,No,0,
WBGene00013003,Dead | N/A,No,0,
WBGene00013005,Dead | N/A,No,0,
WBGene00013012,Dead | N/A,No,0,
WBGene00013016,Dead | N/A,No,0,
WBGene00013022,Suppressed | Y48G10A.5,No,0,
WBGene00013057,Dead | N/A,No,0,
WBGene00013065,Dead | N/A,No,0,
WBGene00013084,Dead | N/A,No,0,
WBGene00013092,Dead | N/A,No,0,
WBGene00013097,Dead | N/A,No,0,
WBGene00013099,Dead | N/A,No,0,
WBGene00013108,Suppressed | Y51H4A.14,No,0,
WBGene00013110,Dead | N/A,No,0,
WBGene00013115,Dead | N/A,No,0,
WBGene00013133,Dead | N/A,No,0,
WBGene00013174,Suppressed | Y53F4B.34,No,0,
WBGene00013183,Dead | N/A,No,0,
WBGene00013185,Dead | N/A,No,0,
WBGene00013191,Dead | N/A,No,0,
WBGene00013199,Dead | N/A,No,0,
WBGene00013205,Dead | N/A,No,0,
WBGene00013206,Dead | N/A,No,0,
WBGene00013229,Suppressed | Y56A3A.9,No,0,
WBGene00013245,Dead | N/A,No,0,
WBGene00013262,Dead | N/A,No,0,
WBGene00013271,Dead | N/A,No,0,
WBGene00013274,Dead | N/A,No,0,
WBGene00013291,Dead | N/A,No,0,
WBGene00013309,Dead | N/A,No,0,
WBGene00013314,Suppressed | Y57G11C.19,No,0,
WBGene00013342,Dead | N/A,No,0,
WBGene00013346,Dead | N/A,No,0,
WBGene00013377,Dead | N/A,No,0,
WBGene00013384,Dead | N/A,No,0,
WBGene00013413,Suppressed | Y64G10A.3,No,0,
WBGene00013414,Suppressed | Y64G10A.5,No,0,
WBGene00013420,Dead | N/A,No,0,
WBGene00013423,Dead | N/A,No,0,
WBGene00013428,Suppressed | Y66D12A.2,No,0,
WBGene00013430,Dead | N/A,No,0,
WBGene00013444,Dead | N/A,No,0,
WBGene00013488,Dead | N/A,No,0,
WBGene00013504,Suppressed | Y71A12B.7,No,0,
WBGene00013533,Suppressed | Y73F8A.29,No,0,
WBGene00013546,Dead | N/A,No,0,
WBGene00013582,Dead | N/A,No,0,
WBGene00013600,Suppressed | Y87G2A.12,No,0,
WBGene00013630,Suppressed | Y102A5D.1,No,0,
WBGene00013641,Dead | N/A,No,0,
WBGene00013660,Suppressed | Y105C5B.22,No,0,
WBGene00013663,Suppressed | Y105C5B.26,No,0,
WBGene00013664,Suppressed | Y105C5B.27,No,0,
WBGene00013675,Dead | N/A,No,0,
WBGene00013678,Dead | ,No,0,
WBGene00013681,Dead | N/A,No,0,
WBGene00013686,Dead | N/A,No,0,
WBGene00013714,Suppressed | Y106G6G.5,No,0,
WBGene00013715,Dead | N/A,No,0,
WBGene00013731,Dead | N/A,No,0,
WBGene00013733,Dead | ,No,0,
WBGene00013743,Dead | N/A,No,0,
WBGene00013745,Dead | N/A,No,0,
WBGene00013767,Dead | N/A,No,0,
WBGene00013769,Dead | N/A,No,0,
WBGene00013780,Suppressed | Y116A8B.2,No,0,
WBGene00013787,Dead | N/A,No,0,
WBGene00013793,Dead | N/A,No,0,
WBGene00013813,Dead | N/A,No,0,
WBGene00013818,Dead | N/A,No,0,
WBGene00013851,Dead | N/A,No,0,
WBGene00013861,Suppressed | ZC247.4,No,0,
WBGene00013864,Dead | N/A,No,0,
WBGene00013885,Dead | N/A,No,0,
WBGene00013922,Dead | N/A,No,0,
WBGene00013936,Suppressed | ZK218.2,No,0,
WBGene00013945,Suppressed | ZK228.2,No,0,
WBGene00013952,Suppressed | ZK262.5,No,0,
WBGene00013977,Dead | N/A,No,0,
WBGene00013981,Dead | N/A,No,0,
WBGene00013990,Dead | N/A,No,0,
WBGene00013991,Dead | N/A,No,0,
WBGene00013992,Dead | N/A,No,0,
WBGene00014010,Dead | N/A,No,0,
WBGene00014038,Dead | N/A,No,0,
WBGene00014056,Dead | N/A,No,0,
WBGene00014059,Dead | N/A,No,0,
WBGene00014071,Dead | N/A,No,0,
WBGene00014072,Dead | N/A,No,0,
WBGene00014110,Dead | N/A,No,0,
WBGene00014133,Dead | N/A,No,0,
WBGene00014146,Dead | N/A,No,0,
WBGene00014167,Dead | N/A,No,0,
WBGene00014187,Dead | N/A,No,0,
WBGene00014211,Dead | N/A,No,0,
WBGene00014212,Dead | N/A,No,0,
WBGene00014231,Dead | N/A,No,0,
WBGene00014237,Suppressed | ZK1225.3,No,0,
WBGene00014257,Suppressed | ZK1320.8,No,0,
WBGene00014383,Dead | N/A,No,0,
WBGene00014412,Dead | N/A,No,0,
WBGene00014492,Dead | R166.6,No,0,
WBGene00014642,Dead | N/A,No,0,
WBGene00014661,Dead | N/A,No,0,
WBGene00014662,Dead | N/A,No,0,
WBGene00014680,Dead | N/A,No,0,
WBGene00014687,Dead | N/A,No,0,
WBGene00014688,Dead | N/A,No,0,
WBGene00014690,Dead | N/A,No,0,
WBGene00014709,Suppressed | C48D1.6,No,0,
WBGene00014712,Suppressed | C50H2.9,No,0,
WBGene00014713,Dead | N/A,No,0,
WBGene00014725,Dead | N/A,No,0,
WBGene00014726,Dead | N/A,No,0,
WBGene00014736,Dead | N/A,No,0,
WBGene00014737,Dead | N/A,No,0,
WBGene00014739,Suppressed | F21D9.7,No,0,
WBGene00014742,Dead | N/A,No,0,
WBGene00014743,Dead | N/A,No,0,
WBGene00014747,Dead | N/A,No,0,
WBGene00014749,Dead | N/A,No,0,
WBGene00014750,Dead | N/A,No,0,
WBGene00014756,Dead | N/A,No,0,
WBGene00014762,Dead | N/A,No,0,
WBGene00014765,Dead | N/A,No,0,
WBGene00014774,Suppressed | F57G4.7,No,0,
WBGene00014780,Dead | N/A,No,0,
WBGene00014791,Dead | N/A,No,0,
WBGene00014792,Dead | N/A,No,0,
WBGene00014795,Suppressed | K03D7.1,No,0,
WBGene00014797,Dead | N/A,No,0,
WBGene00014802,Dead | N/A,No,0,
WBGene00014804,Dead | N/A,No,0,
WBGene00014808,Dead | N/A,No,0,
WBGene00014810,Dead | N/A,No,0,
WBGene00014812,Dead | N/A,No,0,
WBGene00014815,Dead | N/A,No,0,
WBGene00014816,Dead | N/A,No,0,
WBGene00014823,Dead | N/A,No,0,
WBGene00014830,Dead | N/A,No,0,
WBGene00014831,Suppressed | T04A11.11,No,0,
WBGene00014840,Dead | N/A,No,0,
WBGene00014847,Suppressed | T27F6.9,No,0,
WBGene00014859,Dead | N/A,No,0,
WBGene00014860,Dead | N/A,No,0,
WBGene00014899,Dead | N/A,No,0,
WBGene00014900,Dead | N/A,No,0,
WBGene00014901,Dead | N/A,No,0,
WBGene00014913,Dead | N/A,No,0,
WBGene00014919,Dead | N/A,No,0,
WBGene00014940,Suppressed | Y67H2A.3,No,0,
WBGene00014942,Dead | N/A,No,0,
WBGene00014959,Dead | N/A,No,0,
WBGene00014960,Dead | N/A,No,0,
WBGene00014968,Dead | N/A,No,0,
WBGene00014982,Dead | N/A,No,0,
WBGene00014985,Dead | N/A,No,0,
WBGene00014986,Dead | N/A,No,0,
WBGene00014988,Dead | N/A,No,0,
WBGene00014995,Dead | N/A,No,0,
WBGene00015031,Dead | N/A,No,0,
WBGene00015039,Suppressed | B0213.1,No,0,
WBGene00015060,Dead | N/A,No,0,
WBGene00015086,Dead | N/A,No,0,
WBGene00015090,Dead | N/A,No,0,
WBGene00015109,Suppressed | B0281.2,No,0,
WBGene00015120,Suppressed | B0302.3,No,0,
WBGene00015123,Suppressed | B0302.6,No,0,
WBGene00015127,Suppressed | B0303.5,No,0,
WBGene00015140,Dead | N/A,No,0,
WBGene00015144,Dead | N/A,No,0,
WBGene00015154,Dead | N/A,No,0,
WBGene00015166,Suppressed | B0403.1,No,0,
WBGene00015174,Dead | N/A,No,0,
WBGene00015187,Dead | N/A,No,0,
WBGene00015195,Dead | N/A,No,0,
WBGene00015201,Suppressed | B0478.2,No,0,
WBGene00015209,Dead | N/A,No,0,
WBGene00015212,Dead | N/A,No,0,
WBGene00015213,Dead | N/A,No,0,
WBGene00015234,Dead | N/A,No,0,
WBGene00015239,Dead | N/A,No,0,
WBGene00015240,Dead | N/A,No,0,
WBGene00015256,Dead | N/A,No,0,
WBGene00015274,Dead | N/A,No,0,
WBGene00015275,Dead | N/A,No,0,
WBGene00015276,Dead | N/A,No,0,
WBGene00015289,Suppressed | C01B12.6,No,0,
WBGene00015290,Dead | N/A,No,0,
WBGene00015302,Dead | N/A,No,0,
WBGene00015304,Dead | N/A,No,0,
WBGene00015314,Dead | N/A,No,0,
WBGene00015319,Suppressed | C02A12.7,No,0,
WBGene00015343,Dead | N/A,No,0,
WBGene00015358,Dead | N/A,No,0,
WBGene00015363,Dead | N/A,No,0,
WBGene00015365,Suppressed | C03A7.1,No,0,
WBGene00015370,Dead | N/A,No,0,
WBGene00015383,Dead | N/A,No,0,
WBGene00015384,Dead | N/A,No,0,
WBGene00015415,Dead | N/A,No,0,
WBGene00015420,Dead | N/A,No,0,
WBGene00015431,Dead | N/A,No,0,
WBGene00015443,Dead | N/A,No,0,
WBGene00015445,Dead | N/A,No,0,
WBGene00015452,Dead | N/A,No,0,
WBGene00015475,Dead | N/A,No,0,
WBGene00015482,Dead | N/A,No,0,
WBGene00015490,Suppressed | C05E4.8,No,0,
WBGene00015498,Dead | N/A,No,0,
WBGene00015502,Suppressed | C06A5.4,No,0,
WBGene00015503,Suppressed | C06A5.5,No,0,
WBGene00015506,Suppressed | C06A5.10,No,0,
WBGene00015542,Dead | N/A,No,0,
WBGene00015543,Suppressed | C06E8.4,No,0,
WBGene00015548,Dead | N/A,No,0,
WBGene00015556,Suppressed | C06G3.12,No,0,
WBGene00015563,Dead | N/A,No,0,
WBGene00015571,Dead | N/A,No,0,
WBGene00015584,Dead | N/A,No,0,
WBGene00015585,Dead | N/A,No,0,
WBGene00015612,Suppressed | C08F1.9,No,0,
WBGene00015617,Dead | N/A,No,0,
WBGene00015643,Dead | N/A,No,0,
WBGene00015657,Suppressed | C09G12.7,No,0,
WBGene00015659,Dead | N/A,No,0,
WBGene00015669,Dead | N/A,No,0,
WBGene00015674,Dead | N/A,No,0,
WBGene00015699,Dead | N/A,No,0,
WBGene00015715,Dead | N/A,No,0,
WBGene00015717,Suppressed | C12D12.6,No,0,
WBGene00015732,Suppressed | C13B9.1,No,0,
WBGene00015749,Dead | N/A,No,0,
WBGene00015804,Dead | N/A,No,0,
WBGene00015808,Dead | N/A,No,0,
WBGene00015812,Dead | N/A,No,0,
WBGene00015831,Dead | N/A,No,0,
WBGene00015844,Suppressed | C16C8.6,No,0,
WBGene00015880,Dead | N/A,No,0,
WBGene00015881,Suppressed | C17B7.7,No,0,
WBGene00015923,Suppressed | C17H11.3,No,0,
WBGene00015951,Dead | N/A,No,0,
WBGene00015966,Dead | N/A,No,0,
WBGene00015967,Dead | N/A,No,0,
WBGene00015973,Dead | N/A,No,0,
WBGene00015983,Dead | N/A,No,0,
WBGene00015995,Dead | N/A,No,0,
WBGene00016001,Dead | N/A,No,0,
WBGene00016007,Dead | N/A,No,0,
WBGene00016026,Dead | N/A,No,0,
WBGene00016031,Suppressed | C24A1.4,No,0,
WBGene00016035,Suppressed | C24A3.7,No,0,
WBGene00016036,Dead | N/A,No,0,
WBGene00016041,Dead | N/A,No,0,
WBGene00016042,Dead | N/A,No,0,
WBGene00016043,Dead | N/A,No,0,
WBGene00016065,Suppressed | C24G7.3,No,0,
WBGene00016079,Dead | N/A,No,0,
WBGene00016086,Dead | N/A,No,0,
WBGene00016098,Dead | N/A,No,0,
WBGene00016117,Dead | N/A,No,0,
WBGene00016122,Dead | N/A,No,0,
WBGene00016127,Dead | N/A,No,0,
WBGene00016141,Dead | N/A,No,0,
WBGene00016176,Dead | N/A,No,0,
WBGene00016186,Suppressed | C28F5.5,No,0,
WBGene00016205,Dead | N/A,No,0,
WBGene00016214,Suppressed | C29F5.6,No,0,
WBGene00016228,Dead | N/A,No,0,
WBGene00016229,Dead | N/A,No,0,
WBGene00016240,Dead | N/A,No,0,
WBGene00016241,Suppressed | C30A5.9,No,0,
WBGene00016243,Dead | N/A,No,0,
WBGene00016251,Dead | N/A,No,0,
WBGene00016252,Dead | N/A,No,0,
WBGene00016256,Dead | N/A,No,0,
WBGene00016267,Suppressed | C30G4.1,No,0,
WBGene00016270,Dead | N/A,No,0,
WBGene00016272,Dead | N/A,No,0,
WBGene00016275,Dead | N/A,No,0,
WBGene00016290,Dead | N/A,No,0,
WBGene00016342,Dead | N/A,No,0,
WBGene00016348,Suppressed | C33E10.6,No,0,
WBGene00016372,Dead | N/A,No,0,
WBGene00016377,Dead | N/A,No,0,
WBGene00016385,Dead | N/A,No,0,
WBGene00016401,Suppressed | C34D4.5,No,0,
WBGene00016426,Dead | N/A,No,0,
WBGene00016482,Suppressed | C36C5.13,No,0,
WBGene00016498,Dead | N/A,No,0,
WBGene00016510,Dead | N/A,No,0,
WBGene00016515,Dead | N/A,No,0,
WBGene00016536,Dead | N/A,No,0,
WBGene00016552,Suppressed | C40A11.9,No,0,
WBGene00016560,Dead | N/A,No,0,
WBGene00016563,Dead | N/A,No,0,
WBGene00016569,Dead | N/A,No,0,
WBGene00016571,Dead | N/A,No,0,
WBGene00016584,Dead | N/A,No,0,
WBGene00016593,Dead | N/A,No,0,
WBGene00016604,Dead | N/A,No,0,
WBGene00016615,Dead | N/A,No,0,
WBGene00016618,Dead | N/A,No,0,
WBGene00016640,Suppressed | C44B12.7,No,0,
WBGene00016651,Dead | N/A,No,0,
WBGene00016656,Dead | N/A,No,0,
WBGene00016672,Dead | N/A,No,0,
WBGene00016715,Dead | N/A,No,0,
WBGene00016723,Suppressed | C46G7.3,No,0,
WBGene00016726,Dead | N/A,No,0,
WBGene00016736,Dead | N/A,No,0,
WBGene00016771,Suppressed | C49D10.1,No,0,
WBGene00016774,Dead | N/A,No,0,
WBGene00016780,Dead | N/A,No,0,
WBGene00016784,Dead | N/A,No,0,
WBGene00016787,Dead | N/A,No,0,
WBGene00016802,Dead | N/A,No,0,
WBGene00016814,Dead | N/A,No,0,
WBGene00016819,Dead | N/A,No,0,
WBGene00016875,Dead | N/A,No,0,
WBGene00016876,Dead | N/A,No,0,
WBGene00016878,Suppressed | C52D10.5,No,0,
WBGene00016887,Suppressed | C52E2.8,No,0,
WBGene00016897,Dead | N/A,No,0,
WBGene00016904,Dead | N/A,No,0,
WBGene00016908,Dead | N/A,No,0,
WBGene00016910,Dead | N/A,No,0,
WBGene00016936,Suppressed | C54H2.2,No,0,
WBGene00016952,Dead | N/A,No,0,
WBGene00016967,Dead | N/A,No,0,
WBGene00016969,Dead | N/A,No,0,
WBGene00016986,Dead | N/A,No,0,
WBGene00016991,Dead | N/A,No,0,
WBGene00016994,Dead | N/A,No,0,
WBGene00017006,Dead | N/A,No,0,
WBGene00017008,Dead | N/A,No,0,
WBGene00017030,Dead | N/A,No,0,
WBGene00017043,Dead | N/A,No,0,
WBGene00017047,Dead | N/A,No,0,
WBGene00017049,Dead | N/A,No,0,
WBGene00017067,Dead | N/A,No,0,
WBGene00017081,Dead | N/A,No,0,
WBGene00017086,Dead | N/A,No,0,
WBGene00017130,Dead | N/A,No,0,
WBGene00017145,Dead | N/A,No,0,
WBGene00017155,Dead | N/A,No,0,
WBGene00017167,Dead | N/A,No,0,
WBGene00017171,Dead | N/A,No,0,
WBGene00017187,Suppressed | F07B7.6,No,0,
WBGene00017196,Dead | N/A,No,0,
WBGene00017206,Suppressed | F07C7.1,No,0,
WBGene00017234,Dead | N/A,No,0,
WBGene00017242,Dead | N/A,No,0,
WBGene00017256,Dead | N/A,No,0,
WBGene00017276,Dead | N/A,No,0,
WBGene00017318,Dead | N/A,No,0,
WBGene00017337,Dead | N/A,No,0,
WBGene00017346,Dead | N/A,No,0,
WBGene00017368,Dead | N/A,No,0,
WBGene00017377,Dead | N/A,No,0,
WBGene00017409,Dead | N/A,No,0,
WBGene00017425,Dead | N/A,No,0,
WBGene00017457,Suppressed | F14D2.9,No,0,
WBGene00017458,Dead | N/A,No,0,
WBGene00017477,Dead | N/A,No,0,
WBGene00017479,Dead | N/A,No,0,
WBGene00017495,Dead | N/A,No,0,
WBGene00017531,Dead | N/A,No,0,
WBGene00017558,Dead | N/A,No,0,
WBGene00017561,Suppressed | F18C5.7,No,0,
WBGene00017572,Dead | N/A,No,0,
WBGene00017575,Dead | N/A,No,0,
WBGene00017595,Dead | N/A,No,0,
WBGene00017596,Dead | N/A,No,0,
WBGene00017604,Dead | N/A,No,0,
WBGene00017617,Dead | N/A,No,0,
WBGene00017622,Suppressed | F20B4.2,No,0,
WBGene00017623,Dead | N/A,No,0,
WBGene00017624,Dead | N/A,No,0,
WBGene00017626,Suppressed | F20B4.7,No,0,
WBGene00017649,Dead | ,No,0,
WBGene00017665,Suppressed | F21E9.1,No,0,
WBGene00017669,Suppressed | F21E9.5,No,0,
WBGene00017682,Dead | N/A,No,0,
WBGene00017689,Dead | N/A,No,0,
WBGene00017697,Dead | N/A,No,0,
WBGene00017728,Dead | N/A,No,0,
WBGene00017740,Dead | N/A,No,0,
WBGene00017753,Dead | N/A,No,0,
WBGene00017793,Dead | N/A,No,0,
WBGene00017804,Dead | N/A,No,0,
WBGene00017812,Dead | N/A,No,0,
WBGene00017820,Dead | N/A,No,0,
WBGene00017844,Dead | N/A,No,0,
WBGene00017846,Suppressed | F27B3.4,No,0,
WBGene00017847,Dead | N/A,No,0,
WBGene00017856,Dead | N/A,No,0,
WBGene00017857,Dead | N/A,No,0,
WBGene00017859,Dead | N/A,No,0,
WBGene00017862,Dead | N/A,No,0,
WBGene00017863,Dead | N/A,No,0,
WBGene00017882,Dead | N/A,No,0,
WBGene00017883,Dead | N/A,No,0,
WBGene00017884,Dead | N/A,No,0,
WBGene00017897,Suppressed | F28C10.2,No,0,
WBGene00017903,Dead | N/A,No,0,
WBGene00017915,Dead | N/A,No,0,
WBGene00017932,Dead | N/A,No,0,
WBGene00017940,Dead | N/A,No,0,
WBGene00017943,Suppressed | F31A9.6,No,0,
WBGene00017946,Dead | N/A,No,0,
WBGene00017953,Dead | N/A,No,0,
WBGene00017958,Dead | N/A,No,0,
WBGene00017966,Dead | N/A,No,0,
WBGene00017972,Dead | N/A,No,0,
WBGene00017994,Dead | N/A,No,0,
WBGene00018012,Dead | N/A,No,0,
WBGene00018020,Suppressed | F33H12.6,No,0,
WBGene00018028,Dead | N/A,No,0,
WBGene00018029,Suppressed | F35B3.2,No,0,
WBGene00018032,Suppressed | F35B3.6,No,0,
WBGene00018079,Dead | N/A,No,0,
WBGene00018086,Dead | N/A,No,0,
WBGene00018095,Dead | N/A,No,0,
WBGene00018116,Dead | N/A,No,0,
WBGene00018126,Dead | N/A,No,0,
WBGene00018128,Dead | N/A,No,0,
WBGene00018129,Dead | N/A,No,0,
WBGene00018147,Dead | N/A,No,0,
WBGene00018171,Dead | N/A,No,0,
WBGene00018177,Dead | N/A,No,0,
WBGene00018183,Dead | N/A,No,0,
WBGene00018185,Suppressed | F38E9.3,No,0,
WBGene00018197,Suppressed | F39E9.5,No,0,
WBGene00018220,Dead | N/A,No,0,
WBGene00018263,Suppressed | F41B5.6,No,0,
WBGene00018272,Dead | N/A,No,0,
WBGene00018276,Dead | N/A,No,0,
WBGene00018277,Dead | N/A,No,0,
WBGene00018287,Dead | N/A,No,0,
WBGene00018299,Dead | F41G3.2,No,0,
WBGene00018306,Dead | N/A,No,0,
WBGene00018308,Dead | N/A,No,0,
WBGene00018320,Dead | N/A,No,0,
WBGene00018331,Dead | N/A,No,0,
WBGene00018368,Dead | N/A,No,0,
WBGene00018372,Dead | ,No,0,
WBGene00018396,Dead | N/A,No,0,
WBGene00018401,Dead | N/A,No,0,
WBGene00018416,Suppressed | F44E2.2,No,0,
WBGene00018453,Suppressed | F45D11.6,No,0,
WBGene00018464,Dead | N/A,No,0,
WBGene00018469,Dead | N/A,No,0,
WBGene00018524,Dead | N/A,No,0,
WBGene00018546,Dead | N/A,No,0,
WBGene00018570,Dead | N/A,No,0,
WBGene00018574,Dead | N/A,No,0,
WBGene00018581,Dead | N/A,No,0,
WBGene00018583,Dead | N/A,No,0,
WBGene00018584,Dead | N/A,No,0,
WBGene00018587,Dead | F48B9.1,No,0,
WBGene00018588,Dead | N/A,No,0,
WBGene00018592,Suppressed | F48B9.7,No,0,
WBGene00018597,Dead | N/A,No,0,
WBGene00018629,Suppressed | F49D11.5,No,0,
WBGene00018633,Dead | N/A,No,0,
WBGene00018642,Dead | N/A,No,0,
WBGene00018673,Dead | N/A,No,0,
WBGene00018676,Suppressed | F52C9.6,No,0,
WBGene00018677,Dead | N/A,No,0,
WBGene00018685,Dead | N/A,No,0,
WBGene00018686,Suppressed | F52D2.3,No,0,
WBGene00018695,Dead | N/A,No,0,
WBGene00018705,Dead | N/A,No,0,
WBGene00018722,Dead | N/A,No,0,
WBGene00018733,Dead | N/A,No,0,
WBGene00018737,Dead | N/A,No,0,
WBGene00018753,Suppressed | F53C3.9,No,0,
WBGene00018770,Dead | N/A,No,0,
WBGene00018775,Dead | N/A,No,0,
WBGene00018780,Dead | N/A,No,0,
WBGene00018790,Dead | N/A,No,0,
WBGene00018796,Suppressed | F54D7.1,No,0,
WBGene00018799,Dead | N/A,No,0,
WBGene00018800,Dead | N/A,No,0,
WBGene00018801,Suppressed | F54D8.5,No,0,
WBGene00018817,Dead | N/A,No,0,
WBGene00018818,Dead | N/A,No,0,
WBGene00018832,Dead | N/A,No,0,
WBGene00018843,Suppressed | F54H12.3,No,0,
WBGene00018858,Suppressed | F55A4.6,No,0,
WBGene00018876,Dead | N/A,No,0,
WBGene00018887,Dead | N/A,No,0,
WBGene00018889,Dead | N/A,No,0,
WBGene00018905,Dead | N/A,No,0,
WBGene00018916,Suppressed | F56A4.8,No,0,
WBGene00018922,Suppressed | F56A6.3,No,0,
WBGene00018927,Dead | N/A,No,0,
WBGene00018936,Dead | N/A,No,0,
WBGene00018947,Suppressed | F56C9.2,No,0,
WBGene00018956,Dead | N/A,No,0,
WBGene00018962,Dead | N/A,No,0,
WBGene00018977,Dead | N/A,No,0,
WBGene00018983,Suppressed | F56F4.7,No,0,
WBGene00019000,Dead | N/A,No,0,
WBGene00019031,Dead | N/A,No,0,
WBGene00019033,Suppressed | F58E1.1,No,0,
WBGene00019052,Dead | N/A,No,0,
WBGene00019056,Dead | N/A,No,0,
WBGene00019071,Suppressed | F58H7.6,No,0,
WBGene00019078,Dead | N/A,No,0,
WBGene00019083,Dead | F59A3.10,No,0,
WBGene00019088,Dead | N/A,No,0,
WBGene00019093,Dead | N/A,No,0,
WBGene00019110,Dead | N/A,No,0,
WBGene00019136,Suppressed | F59H6.5,No,0,
WBGene00019147,Suppressed | H02F09.4,No,0,
WBGene00019161,Dead | N/A,No,0,
WBGene00019172,Dead | N/A,No,0,
WBGene00019173,Dead | ,No,0,
WBGene00019175,Dead | N/A,No,0,
WBGene00019191,Dead | N/A,No,0,
WBGene00019195,Suppressed | H14A12.1,No,0,
WBGene00019201,Dead | N/A,No,0,
WBGene00019206,Dead | N/A,No,0,
WBGene00019210,Suppressed | H18N23.1,No,0,
WBGene00019223,Dead | ,No,0,
WBGene00019238,Dead | N/A,No,0,
WBGene00019252,Suppressed | H28G03.4,No,0,
WBGene00019256,Dead | N/A,No,0,
WBGene00019258,Dead | N/A,No,0,
WBGene00019271,Dead | N/A,No,0,
WBGene00019291,Suppressed | K02A2.6,No,0,
WBGene00019307,Suppressed | K02E7.2,No,0,
WBGene00019308,Suppressed | K02E7.3,No,0,
WBGene00019325,Dead | N/A,No,0,
WBGene00019330,Dead | N/A,No,0,
WBGene00019336,Dead | N/A,No,0,
WBGene00019358,Dead | N/A,No,0,
WBGene00019359,Dead | N/A,No,0,
WBGene00019363,Dead | N/A,No,0,
WBGene00019366,Suppressed | K03F8.1,No,0,
WBGene00019375,Dead | N/A,No,0,
WBGene00019377,Dead | N/A,No,0,
WBGene00019378,Suppressed | K04A8.7,No,0,
WBGene00019397,Suppressed | K04F10.5,No,0,
WBGene00019398,Dead | N/A,No,0,
WBGene00019440,Dead | N/A,No,0,
WBGene00019443,Dead | N/A,No,0,
WBGene00019446,Suppressed | K06C4.14,No,0,
WBGene00019447,Suppressed | K06C4.15,No,0,
WBGene00019463,Dead | N/A,No,0,
WBGene00019468,Dead | N/A,No,0,
WBGene00019474,Dead | N/A,No,0,
WBGene00019475,Dead | N/A,No,0,
WBGene00019499,Suppressed | K07E8.10,No,0,
WBGene00019500,Dead | N/A,No,0,
WBGene00019505,Dead | N/A,No,0,
WBGene00019523,Dead | N/A,No,0,
WBGene00019528,Suppressed | K08D10.1,No,0,
WBGene00019539,Dead | N/A,No,0,
WBGene00019542,Suppressed | K08F11.2,No,0,
WBGene00019551,Dead | N/A,No,0,
WBGene00019555,Dead | N/A,No,0,
WBGene00019573,Suppressed | K09E3.1,No,0,
WBGene00019581,Suppressed | K09E10.3,No,0,
WBGene00019585,Suppressed | K09F6.2,No,0,
WBGene00019596,Suppressed | K09H9.4,No,0,
WBGene00019602,Dead | N/A,No,0,
WBGene00019610,Suppressed | K10B3.2,No,0,
WBGene00019632,Dead | N/A,No,0,
WBGene00019634,Dead | N/A,No,0,
WBGene00019635,Suppressed | K10E9.2,No,0,
WBGene00019637,Suppressed | K10F12.5,No,0,
WBGene00019670,Dead | N/A,No,0,
WBGene00019671,Dead | N/A,No,0,
WBGene00019694,Suppressed | M01A10.4,No,0,
WBGene00019695,Dead | N/A,No,0,
WBGene00019696,Suppressed | M01B12.1,No,0,
WBGene00019701,Suppressed | M01D1.4,No,0,
WBGene00019707,Dead | N/A,No,0,
WBGene00019708,Dead | N/A,No,0,
WBGene00019737,Dead | N/A,No,0,
WBGene00019752,Dead | N/A,No,0,
WBGene00019775,Dead | N/A,No,0,
WBGene00019790,Suppressed | M116.3,No,0,
WBGene00019802,Dead | N/A,No,0,
WBGene00019848,Dead | N/A,No,0,
WBGene00019852,Dead | N/A,No,0,
WBGene00019860,Suppressed | R03H10.9,No,0,
WBGene00019876,Dead | N/A,No,0,
WBGene00019889,Suppressed | R05F9.4,No,0,
WBGene00019897,Suppressed | R05G6.2,No,0,
WBGene00019910,Dead | N/A,No,0,
WBGene00019936,Dead | N/A,No,0,
WBGene00019942,Dead | N/A,No,0,
WBGene00019958,Dead | N/A,No,0,
WBGene00019974,Suppressed | R09A1.4,No,0,
WBGene00019984,Suppressed | R09E12.5,No,0,
WBGene00019985,Suppressed | R09E12.6,No,0,
WBGene00019990,Suppressed | R09H3.1,No,0,
